,Station Names,YEAR,Month,Max Temp,Min Temp,Rainfall,Relative Humidity,Wind Speed,Cloud Coverage,Bright Sunshine,Station Number,X_COR,Y_COR,LATITUDE,LONGITUDE,ALT,Period
1545,Bogra,2005,3,34.4,20.6,58,73,1.2,2.7,7,41883,435303.7,751187.5,24.88,89.36,20,2005.03
1611,Bogra,2005,4,36,22.8,72,73,1.5,2.9,7.8,41883,435303.7,751187.5,24.88,89.36,20,2005.04
1677,Bogra,2005,5,38.7,23.2,138,76,1.7,4.3,6.5,41883,435303.7,751187.5,24.88,89.36,20,2005.05
1743,Bogra,2005,6,37.7,26.3,130,78,1.6,4.8,4.9,41883,435303.7,751187.5,24.88,89.36,20,2005.06
1809,Bogra,2005,7,34.5,26.2,471,84,1.2,5.6,4,41883,435303.7,751187.5,24.88,89.36,20,2005.07
1875,Bogra,2005,8,35.4,26.7,328,85,1,5.8,4,41883,435303.7,751187.5,24.88,89.36,20,2005.08
1941,Bogra,2005,9,36.6,26.2,356,83,0.8,4.7,5.5,41883,435303.7,751187.5,24.88,89.36,20,2005.09
2007,Bogra,2005,10,34.2,23.5,523,85,0.7,4.6,4.8,41883,435303.7,751187.5,24.88,89.36,20,2005.1
2073,Bogra,2005,11,32,18.1,0,80,0.4,1.2,7.7,41883,435303.7,751187.5,24.88,89.36,20,2005.11
2139,Bogra,2005,12,29.8,13.9,1,75,0.4,0.9,8.6,41883,435303.7,751187.5,24.88,89.36,20,2005.12
2189,Chandpur,2005,1,28,14.4,7,81,0.2,1.5,5.7,41941,568556.9,571945.8,23.26,90.67,7,2005.01
2239,Chandpur,2005,2,31.5,18,0,74,0.5,1.4,7.1,41941,568556.9,571945.8,23.26,90.67,7,2005.02
2289,Chandpur,2005,3,34.2,22.4,122,80,0.7,3.3,6.2,41941,568556.9,571945.8,23.26,90.67,7,2005.03
2339,Chandpur,2005,4,35.5,24.2,91,81,0.8,3.1,7.7,41941,568556.9,571945.8,23.26,90.67,7,2005.04
2389,Chandpur,2005,5,35.7,24.9,115,82,0.7,4.2,7.1,41941,568556.9,571945.8,23.26,90.67,7,2005.05
2439,Chandpur,2005,6,36.7,26.8,31,85,0.7,5.3,3.9,41941,568556.9,571945.8,23.26,90.67,7,2005.06
2489,Chandpur,2005,7,33.7,26,344,88,0.6,6.2,4.1,41941,568556.9,571945.8,23.26,90.67,7,2005.07
2539,Chandpur,2005,8,33.6,26.4,318,89,0.4,6.6,3.4,41941,568556.9,571945.8,23.26,90.67,7,2005.08
2589,Chandpur,2005,9,34.5,26.1,149,87,0.3,6.3,4.7,41941,568556.9,571945.8,23.26,90.67,7,2005.09
2639,Chandpur,2005,10,34.2,25,360,86,0.1,5.1,6.3,41941,568556.9,571945.8,23.26,90.67,7,2005.1
2689,Chandpur,2005,11,31.4,20.2,0,81,0.2,1.1,7.9,41941,568556.9,571945.8,23.26,90.67,7,2005.11
2739,Chandpur,2005,12,29.8,16.5,2,79,0.3,1,7.9,41941,568556.9,571945.8,23.26,90.67,7,2005.12
2852,Chittagong (IAP-Patenga),2005,1,32.8,14.5,5,70,0.5,1.4,7.8,41978,684570.9,471415,22.34,91.79,6,2005.01
2917,Chittagong (IAP-Patenga),2005,2,33,18.4,0,67,1.2,1.4,6.5,41978,684570.9,471415,22.34,91.79,6,2005.02
2982,Chittagong (IAP-Patenga),2005,3,33.6,22.2,57,77,1.5,3.6,6.2,41978,684570.9,471415,22.34,91.79,6,2005.03
3047,Chittagong (IAP-Patenga),2005,4,37.8,24.5,121,76,1.2,2.9,7.3,41978,684570.9,471415,22.34,91.79,6,2005.04
3112,Chittagong (IAP-Patenga),2005,5,35.5,24.7,148,77,1.4,4,6.7,41978,684570.9,471415,22.34,91.79,6,2005.05
3177,Chittagong (IAP-Patenga),2005,6,35.8,26.9,233,83,1.1,5.8,4.9,41978,684570.9,471415,22.34,91.79,6,2005.06
3242,Chittagong (IAP-Patenga),2005,7,34,25.6,596,87,0.9,5.9,4.3,41978,684570.9,471415,22.34,91.79,6,2005.07
3307,Chittagong (IAP-Patenga),2005,8,34.3,25.5,654,91,0.6,7,6.2,41978,684570.9,471415,22.34,91.79,6,2005.08
3372,Chittagong (IAP-Patenga),2005,9,35.6,25.5,386,87,0.4,5.7,5,41978,684570.9,471415,22.34,91.79,6,2005.09
3437,Chittagong (IAP-Patenga),2005,10,35.3,24.7,100,87,0.3,3.9,5.7,41978,684570.9,471415,22.34,91.79,6,2005.1
3502,Chittagong (IAP-Patenga),2005,11,34,19.5,23,83,0.2,1.2,6.5,41978,684570.9,471415,22.34,91.79,6,2005.11
3567,Chittagong (IAP-Patenga),2005,12,31.8,17.1,8,80,0.3,1.9,6,41978,684570.9,471415,22.34,91.79,6,2005.12
3592,Chuadanga,2005,1,28.2,11.9,5,79,0.4,2.3,6.1,41926,0,0,23.65,88.81667,0,2005.01
3615,Chuadanga,2005,2,33.6,16,2,69,0.7,1.3,8.6,41926,0,0,23.65,88.81667,0,2005.02
3638,Chuadanga,2005,3,38.8,20.8,112,69,1,2.5,8.2,41926,0,0,23.65,88.81667,0,2005.03
3661,Chuadanga,2005,4,40.7,24.1,22,70,1,2.5,9.1,41926,0,0,23.65,88.81667,0,2005.04
3684,Chuadanga,2005,5,40.1,25.8,57,73,1,3.5,8.1,41926,0,0,23.65,88.81667,0,2005.05
3707,Chuadanga,2005,6,43,26.6,109,76,1,5,5.7,41926,0,0,23.65,88.81667,0,2005.06
3730,Chuadanga,2005,7,34.3,26.2,281,87,0.9,6.2,4.1,41926,0,0,23.65,88.81667,0,2005.07
3753,Chuadanga,2005,8,36.2,26.4,165,87,0.7,5.8,4,41926,0,0,23.65,88.81667,0,2005.08
3776,Chuadanga,2005,9,35.7,26,153,85,0.7,5,6.2,41926,0,0,23.65,88.81667,0,2005.09
3799,Chuadanga,2005,10,34.2,23.4,572,88,0.5,4.6,4.8,41926,0,0,23.65,88.81667,0,2005.1
3822,Chuadanga,2005,11,31.7,16.9,0,81,0.3,0.8,8,41926,0,0,23.65,88.81667,0,2005.11
3845,Chuadanga,2005,12,28.2,12.5,4,78,0.4,0.8,7.9,41926,0,0,23.65,88.81667,0,2005.12
3933,Comilla,2005,1,28.6,12.4,6,78,0.9,1.9,7.1,41933,621445.2,596963.4,23.48,91.19,10,2005.01
3999,Comilla,2005,2,32.3,16.4,2,77,1.4,1.7,8.5,41933,621445.2,596963.4,23.48,91.19,10,2005.02
4065,Comilla,2005,3,32.8,21.1,249,83,1.9,3.7,7.1,41933,621445.2,596963.4,23.48,91.19,10,2005.03
4131,Comilla,2005,4,36.4,22.7,157,80,1.6,3.6,8.6,41933,621445.2,596963.4,23.48,91.19,10,2005.04
4197,Comilla,2005,5,35.4,23.5,193,80,1.8,4.4,8,41933,621445.2,596963.4,23.48,91.19,10,2005.05
4263,Comilla,2005,6,35.8,26.1,259,85,1.9,5.5,5.3,41933,621445.2,596963.4,23.48,91.19,10,2005.06
4329,Comilla,2005,7,34.8,25.5,403,86,1.9,6,5,41933,621445.2,596963.4,23.48,91.19,10,2005.07
4395,Comilla,2005,8,34.8,25.5,410,88,1.9,6.4,3.9,41933,621445.2,596963.4,23.48,91.19,10,2005.08
4461,Comilla,2005,9,34.8,25.4,395,86,1,5.9,5.3,41933,621445.2,596963.4,23.48,91.19,10,2005.09
4527,Comilla,2005,10,34.4,24.2,349,85,0.8,4.8,5.9,41933,621445.2,596963.4,23.48,91.19,10,2005.1
4593,Comilla,2005,11,32.2,18.1,0,80,0.5,1.6,8,41933,621445.2,596963.4,23.48,91.19,10,2005.11
4659,Comilla,2005,12,30.8,14,1,77,0.8,1.3,8,41933,621445.2,596963.4,23.48,91.19,10,2005.12
4725,Cox's Bazar,2005,1,29.5,15.9,6,71,1.3,0.5,7.8,41992,705183,374324.6,21.46,91.98,4,2005.01
4791,Cox's Bazar,2005,2,32.5,19.2,0,72,1.7,0.5,9.2,41992,705183,374324.6,21.46,91.98,4,2005.02
4857,Cox's Bazar,2005,3,33.2,22.3,27,79,2.3,1.9,8.8,41992,705183,374324.6,21.46,91.98,4,2005.03
4923,Cox's Bazar,2005,4,37.5,24.8,113,77,1.9,1.9,10.1,41992,705183,374324.6,21.46,91.98,4,2005.04
4989,Cox's Bazar,2005,5,35,25.9,178,76,2.3,2.6,9.1,41992,705183,374324.6,21.46,91.98,4,2005.05
5055,Cox's Bazar,2005,6,35.4,26.5,848,85,2.7,5.3,5.1,41992,705183,374324.6,21.46,91.98,4,2005.06
5121,Cox's Bazar,2005,7,33,25.5,608,88,2.5,6,4.3,41992,705183,374324.6,21.46,91.98,4,2005.07
5187,Cox's Bazar,2005,8,32.6,25.4,957,91,2.5,7.2,2.8,41992,705183,374324.6,21.46,91.98,4,2005.08
5253,Cox's Bazar,2005,9,34.6,25.4,342,87,1.7,5.9,5.8,41992,705183,374324.6,21.46,91.98,4,2005.09
5319,Cox's Bazar,2005,10,34.4,25.1,257,82,1,3.9,7.3,41992,705183,374324.6,21.46,91.98,4,2005.1
5385,Cox's Bazar,2005,11,32.5,20.8,23,77,0.8,1.4,9.1,41992,705183,374324.6,21.46,91.98,4,2005.11
5451,Cox's Bazar,2005,12,31.5,19.4,25,78,1,2.6,7.1,41992,705183,374324.6,21.46,91.98,4,2005.12
5512,Dhaka,2005,1,28.5,14.2,1,69,0.9,1.9,6.3,41923,540098.6,629248.4,23.78,90.39,9,2005.01
5573,Dhaka,2005,2,32.1,18.3,3,61,1.1,1.7,7.9,41923,540098.6,629248.4,23.78,90.39,9,2005.02
5634,Dhaka,2005,3,35.6,22.4,155,67,1.5,3.5,7,41923,540098.6,629248.4,23.78,90.39,9,2005.03
5695,Dhaka,2005,4,37,24.1,91,67,1.5,3.9,8.4,41923,540098.6,629248.4,23.78,90.39,9,2005.04
5756,Dhaka,2005,5,36.4,24.2,291,74,1.9,4.6,7.8,41923,540098.6,629248.4,23.78,90.39,9,2005.05
5817,Dhaka,2005,6,36.6,26.8,259,80,1.5,5.4,3.2,41923,540098.6,629248.4,23.78,90.39,9,2005.06
5878,Dhaka,2005,7,33.7,25.8,542,82,1.5,6.5,4,41923,540098.6,629248.4,23.78,90.39,9,2005.07
5939,Dhaka,2005,8,34,26.7,361,83,1.1,6.7,3.5,41923,540098.6,629248.4,23.78,90.39,9,2005.08
6000,Dhaka,2005,9,35.1,26,514,82,0.8,5.9,4.8,41923,540098.6,629248.4,23.78,90.39,9,2005.09
6061,Dhaka,2005,10,34.6,24.4,417,81,0.8,5,4.6,41923,540098.6,629248.4,23.78,90.39,9,2005.1
6122,Dhaka,2005,11,31.4,19.8,3,73,0.4,1.5,6.6,41923,540098.6,629248.4,23.78,90.39,9,2005.11
6183,Dhaka,2005,12,29,15.7,0,67,0.6,1.3,7,41923,540098.6,629248.4,23.78,90.39,9,2005.12
6249,Dinajpur,2005,1,26.3,10.9,9,81,0.3,2,5.9,41863,365790.2,834718,25.63,88.66,37,2005.01
6315,Dinajpur,2005,2,31.4,14.6,15,72,0.6,1.6,7.8,41863,365790.2,834718,25.63,88.66,37,2005.02
6381,Dinajpur,2005,3,33.6,19.3,37,75,0.5,2.8,7.2,41863,365790.2,834718,25.63,88.66,37,2005.03
6447,Dinajpur,2005,4,35.5,21.7,89,77,0.6,3.2,7.5,41863,365790.2,834718,25.63,88.66,37,2005.04
6513,Dinajpur,2005,5,37,23.1,255,81,0.7,4.8,6,41863,365790.2,834718,25.63,88.66,37,2005.05
6579,Dinajpur,2005,6,40,25.3,474,82,0.8,5.4,5.4,41863,365790.2,834718,25.63,88.66,37,2005.06
6645,Dinajpur,2005,7,35,26.1,507,85,0.6,6.2,4.7,41863,365790.2,834718,25.63,88.66,37,2005.07
6711,Dinajpur,2005,8,35.5,26.5,597,87,0.5,6.9,3.1,41863,365790.2,834718,25.63,88.66,37,2005.08
6777,Dinajpur,2005,9,35.8,26.4,222,83,0.4,4.8,6.7,41863,365790.2,834718,25.63,88.66,37,2005.09
6843,Dinajpur,2005,10,33.2,22.3,770,86,0.5,4.4,5.6,41863,365790.2,834718,25.63,88.66,37,2005.1
6909,Dinajpur,2005,11,31,16.3,0,82,0.3,0.6,8.9,41863,365790.2,834718,25.63,88.66,37,2005.11
6975,Dinajpur,2005,12,27.8,12.2,0,78,0.3,0.6,9.3,41863,365790.2,834718,25.63,88.66,37,2005.12
7041,Faridpur,2005,1,27.6,12.9,8,78,0.7,2.1,6.9,41929,483877.3,610719.3,23.61,89.84,9,2005.01
7107,Faridpur,2005,2,32.5,17.1,7,71,0.8,1.5,8.6,41929,483877.3,610719.3,23.61,89.84,9,2005.02
7173,Faridpur,2005,3,36.8,21.7,136,71,1.4,3.2,7.5,41929,483877.3,610719.3,23.61,89.84,9,2005.03
7239,Faridpur,2005,4,38.4,24.2,13,71,1.6,3.1,9,41929,483877.3,610719.3,23.61,89.84,9,2005.04
7305,Faridpur,2005,5,37.7,24.8,68,77,1.5,3.8,7.9,41929,483877.3,610719.3,23.61,89.84,9,2005.05
7371,Faridpur,2005,6,37,26.5,233,83,1.4,5.1,6.1,41929,483877.3,610719.3,23.61,89.84,9,2005.06
7437,Faridpur,2005,7,33.2,26.1,384,87,0.9,6.1,4.3,41929,483877.3,610719.3,23.61,89.84,9,2005.07
7503,Faridpur,2005,8,34.7,26.6,276,88,0.7,6.2,3.7,41929,483877.3,610719.3,23.61,89.84,9,2005.08
7569,Faridpur,2005,9,35.2,26.3,167,85,0.6,5.5,5.5,41929,483877.3,610719.3,23.61,89.84,9,2005.09
7635,Faridpur,2005,10,34.5,24.2,357,86,0.4,4.7,5,41929,483877.3,610719.3,23.61,89.84,9,2005.1
7701,Faridpur,2005,11,31.8,18.8,0,80,0.6,1.5,8,41929,483877.3,610719.3,23.61,89.84,9,2005.11
7767,Faridpur,2005,12,28.6,14.5,1,77,0.9,1.3,8.5,41929,483877.3,610719.3,23.61,89.84,9,2005.12
7808,Feni,2005,1,29.6,12.7,11,78,0.1,0.8,6.9,41943,640285.9,544954.5,23.01,91.37,8,2005.01
7849,Feni,2005,2,31.1,16.6,0,75,0.4,1.3,8.3,41943,640285.9,544954.5,23.01,91.37,8,2005.02
7890,Feni,2005,3,32.7,20.1,0,79,0.7,3.2,6.4,41943,640285.9,544954.5,23.01,91.37,8,2005.03
7931,Feni,2005,4,35.6,22.9,188,81,0.7,4.6,8.2,41943,640285.9,544954.5,23.01,91.37,8,2005.04
7972,Feni,2005,5,34.8,23.9,331,84,0.9,5.3,7,41943,640285.9,544954.5,23.01,91.37,8,2005.05
8013,Feni,2005,6,36.5,26.4,292,88,1.3,6.2,4.9,41943,640285.9,544954.5,23.01,91.37,8,2005.06
8054,Feni,2005,7,34,25.6,784,90,1.2,6.9,4.5,41943,640285.9,544954.5,23.01,91.37,8,2005.07
8095,Feni,2005,8,34.1,25.5,615,87,1.1,5.7,2.6,41943,640285.9,544954.5,23.01,91.37,8,2005.08
8136,Feni,2005,9,34.8,25.7,279,86,0.4,3.7,5.3,41943,640285.9,544954.5,23.01,91.37,8,2005.09
8177,Feni,2005,10,34.5,24.4,346,82,0.3,0.9,6.5,41943,640285.9,544954.5,23.01,91.37,8,2005.1
8218,Feni,2005,11,32.1,19.2,22,79,0,0.9,8.5,41943,640285.9,544954.5,23.01,91.37,8,2005.11
8259,Feni,2005,12,30.1,14.8,0,79,0.1,0.7,7.7,41943,640285.9,544954.5,23.01,91.37,8,2005.12
8307,Hatiya,2005,1,29.5,13.1,0,76,0.6,1.3,8,41963,616159.2,465295.1,22.29,91.13,4,2005.01
8355,Hatiya,2005,2,32.9,17.3,0,76,0.7,0.6,9,41963,616159.2,465295.1,22.29,91.13,4,2005.02
8403,Hatiya,2005,3,34.6,21.8,84,83,1.7,3.1,6.9,41963,616159.2,465295.1,22.29,91.13,4,2005.03
8451,Hatiya,2005,4,35.7,24.1,145,82,1.6,2.1,9,41963,616159.2,465295.1,22.29,91.13,4,2005.04
8499,Hatiya,2005,5,35.5,24.9,85,81,2,3.3,7.9,41963,616159.2,465295.1,22.29,91.13,4,2005.05
8547,Hatiya,2005,6,35,26.9,420,85,2.7,5.7,4.3,41963,616159.2,465295.1,22.29,91.13,4,2005.06
8595,Hatiya,2005,7,32.5,25.8,872,89,3,5.5,4.7,41963,616159.2,465295.1,22.29,91.13,4,2005.07
8643,Hatiya,2005,8,33,25.3,1311,91,2.3,6.4,2.8,41963,616159.2,465295.1,22.29,91.13,4,2005.08
8691,Hatiya,2005,9,34.5,25.8,275,88,1.6,5.3,5,41963,616159.2,465295.1,22.29,91.13,4,2005.09
8739,Hatiya,2005,10,34.2,24.8,608,87,1,3.9,6.3,41963,616159.2,465295.1,22.29,91.13,4,2005.1
8787,Hatiya,2005,11,30.8,19.2,5,83,0.6,1,8.9,41963,616159.2,465295.1,22.29,91.13,4,2005.11
8835,Hatiya,2005,12,29.5,16.1,9,80,0.6,1.5,7.9,41963,616159.2,465295.1,22.29,91.13,4,2005.12
8888,Ishurdi,2005,1,27,11.4,14,82,1,2.1,5.8,41907,402483.2,667640.8,24.12,89.04,14,2005.01
8941,Ishurdi,2005,2,32.5,15.4,3,72,1.3,1.4,8.4,41907,402483.2,667640.8,24.12,89.04,14,2005.02
8994,Ishurdi,2005,3,37,20.1,75,69,1.4,2.6,7.7,41907,402483.2,667640.8,24.12,89.04,14,2005.03
9047,Ishurdi,2005,4,38.5,23.5,13,68,1.6,2.8,8.7,41907,402483.2,667640.8,24.12,89.04,14,2005.04
9100,Ishurdi,2005,5,40,24.5,89,75,1.6,4.2,7.7,41907,402483.2,667640.8,24.12,89.04,14,2005.05
9153,Ishurdi,2005,6,42,26.1,199,79,1.6,5,6.2,41907,402483.2,667640.8,24.12,89.04,14,2005.06
9206,Ishurdi,2005,7,35,26.1,378,86,1.4,6.2,4.5,41907,402483.2,667640.8,24.12,89.04,14,2005.07
9259,Ishurdi,2005,8,36.5,26.5,246,86,1,6.5,4,41907,402483.2,667640.8,24.12,89.04,14,2005.08
9312,Ishurdi,2005,9,36,26.1,137,85,0.9,5.4,5.4,41907,402483.2,667640.8,24.12,89.04,14,2005.09
9365,Ishurdi,2005,10,33.8,23.4,664,86,0.8,4.8,5.1,41907,402483.2,667640.8,24.12,89.04,14,2005.1
9418,Ishurdi,2005,11,32.2,17.4,0,81,0.6,1,7.7,41907,402483.2,667640.8,24.12,89.04,14,2005.11
9471,Ishurdi,2005,12,28.4,12.9,1,76,0.9,1.1,8.1,41907,402483.2,667640.8,24.12,89.04,14,2005.12
9537,Jessore,2005,1,29.2,11.8,33,82,0.4,1.6,5.8,41936,420062.7,562498.8,23.17,89.22,7,2005.01
9603,Jessore,2005,2,33.2,15.9,16,76,0.8,1.3,7.7,41936,420062.7,562498.8,23.17,89.22,7,2005.02
9669,Jessore,2005,3,37.4,20.5,129,75,1.7,2.8,7.1,41936,420062.7,562498.8,23.17,89.22,7,2005.03
9735,Jessore,2005,4,40.5,23.7,31,74,2.3,2.7,7.7,41936,420062.7,562498.8,23.17,89.22,7,2005.04
9801,Jessore,2005,5,39.8,25.5,59,76,2.8,3.9,7.8,41936,420062.7,562498.8,23.17,89.22,7,2005.05
9867,Jessore,2005,6,41.8,26.6,141,80,2.3,4.6,5.3,41936,420062.7,562498.8,23.17,89.22,7,2005.06
9933,Jessore,2005,7,35.4,25.8,546,87,1.9,6,3.8,41936,420062.7,562498.8,23.17,89.22,7,2005.07
9999,Jessore,2005,8,36.5,26.1,115,86,1.1,5.8,3.2,41936,420062.7,562498.8,23.17,89.22,7,2005.08
10065,Jessore,2005,9,36,25.8,194,85,1.4,5.4,4.4,41936,420062.7,562498.8,23.17,89.22,7,2005.09
10131,Jessore,2005,10,35.6,23.5,412,88,0.8,4.6,4.1,41936,420062.7,562498.8,23.17,89.22,7,2005.1
10197,Jessore,2005,11,32.5,16.7,2,81,0.2,1,7.1,41936,420062.7,562498.8,23.17,89.22,7,2005.11
10263,Jessore,2005,12,29.8,12.6,0,79,0.2,0.8,7.4,41936,420062.7,562498.8,23.17,89.22,7,2005.12
10302,Khepupara,2005,1,29.1,12.5,95,78,0.6,1.1,6.3,41984,522893.1,430006.8,21.98,90.22,3,2005.01
10341,Khepupara,2005,2,34,18,0,76,1,0.8,8,41984,522893.1,430006.8,21.98,90.22,3,2005.02
10380,Khepupara,2005,3,35.7,22.7,93,80,1.6,2.3,7.3,41984,522893.1,430006.8,21.98,90.22,3,2005.03
10419,Khepupara,2005,4,36,25.3,6,77,2.1,2.2,9,41984,522893.1,430006.8,21.98,90.22,3,2005.04
10458,Khepupara,2005,5,35.4,25.8,166,80,2.7,3.8,8,41984,522893.1,430006.8,21.98,90.22,3,2005.05
10497,Khepupara,2005,6,36.7,27.4,473,85,2.4,5.7,3.7,41984,522893.1,430006.8,21.98,90.22,3,2005.06
10536,Khepupara,2005,7,33.3,26.1,1000,89,2.4,6,5.1,41984,522893.1,430006.8,21.98,90.22,3,2005.07
10575,Khepupara,2005,8,34.5,26.2,489,89,1.5,6.6,2.6,41984,522893.1,430006.8,21.98,90.22,3,2005.08
10614,Khepupara,2005,9,34.5,25.8,475,89,1.6,5.7,3.5,41984,522893.1,430006.8,21.98,90.22,3,2005.09
10653,Khepupara,2005,10,34.3,24.7,534,88,0.6,4.3,5,41984,522893.1,430006.8,21.98,90.22,3,2005.1
10692,Khepupara,2005,11,30.6,19.1,1,83,0.3,1,7.7,41984,522893.1,430006.8,21.98,90.22,3,2005.11
10731,Khepupara,2005,12,29.5,15.3,16,79,0.5,1.4,6.8,41984,522893.1,430006.8,21.98,90.22,3,2005.12
10809,Khulna,2005,1,28.5,13.5,15,80,0.6,1.6,7.1,41947,456632.4,521635.7,22.8,89.58,4,2005.01
10875,Khulna,2005,2,33.9,17.3,0,75,1,1.2,8.9,41947,456632.4,521635.7,22.8,89.58,4,2005.02
10941,Khulna,2005,3,36,22.1,148,83,1.3,2.9,7.8,41947,456632.4,521635.7,22.8,89.58,4,2005.03
11007,Khulna,2005,4,38.5,25.2,43,81,1.4,3.2,9.5,41947,456632.4,521635.7,22.8,89.58,4,2005.04
11073,Khulna,2005,5,37.3,25.9,215,82,1.4,4.1,8.8,41947,456632.4,521635.7,22.8,89.58,4,2005.05
11139,Khulna,2005,6,38,27.3,102,82,1.4,5.5,5.2,41947,456632.4,521635.7,22.8,89.58,4,2005.06
11205,Khulna,2005,7,34.2,26.3,435,87,1.3,6.6,4.4,41947,456632.4,521635.7,22.8,89.58,4,2005.07
11271,Khulna,2005,8,35.2,26.9,194,86,0.9,6.5,3.2,41947,456632.4,521635.7,22.8,89.58,4,2005.08
11337,Khulna,2005,9,35.5,26.3,410,86,0.9,5.9,5.1,41947,456632.4,521635.7,22.8,89.58,4,2005.09
11403,Khulna,2005,10,34.5,24.7,420,88,0.5,5.1,5,41947,456632.4,521635.7,22.8,89.58,4,2005.1
11469,Khulna,2005,11,31.4,19,0,81,0.2,1.2,7.8,41947,456632.4,521635.7,22.8,89.58,4,2005.11
11535,Khulna,2005,12,28.4,14.8,0,78,0.3,1.2,8.1,41947,456632.4,521635.7,22.8,89.58,4,2005.12
11564,Kutubdia,2005,1,29.5,15.5,4,71,1,1.7,7.7,41989,690250.3,414997.4,21.83,91.84,6,2005.01
11593,Kutubdia,2005,2,31.1,19.1,0,75,1.4,1.3,9.5,41989,690250.3,414997.4,21.83,91.84,6,2005.02
11622,Kutubdia,2005,3,31.2,22,102,81,1.7,2.8,7.9,41989,690250.3,414997.4,21.83,91.84,6,2005.03
11651,Kutubdia,2005,4,37.5,24.8,139,79,1.3,2.5,8.8,41989,690250.3,414997.4,21.83,91.84,6,2005.04
11680,Kutubdia,2005,5,34.5,25.7,218,78,1.6,3.4,9.1,41989,690250.3,414997.4,21.83,91.84,6,2005.05
11709,Kutubdia,2005,6,35,27.1,433,83,2.6,5.4,5,41989,690250.3,414997.4,21.83,91.84,6,2005.06
11738,Kutubdia,2005,7,33,26.1,507,86,2.6,6.5,4.7,41989,690250.3,414997.4,21.83,91.84,6,2005.07
11767,Kutubdia,2005,8,33.2,25.9,853,89,2.2,7.2,2.7,41989,690250.3,414997.4,21.83,91.84,6,2005.08
11796,Kutubdia,2005,9,34.4,25.9,251,85,1.4,6.1,5.8,41989,690250.3,414997.4,21.83,91.84,6,2005.09
11825,Kutubdia,2005,10,34.2,25.5,189,83,1,4.5,6.6,41989,690250.3,414997.4,21.83,91.84,6,2005.1
11854,Kutubdia,2005,11,32.2,20.4,16,77,0.8,2.2,8.4,41989,690250.3,414997.4,21.83,91.84,6,2005.11
11883,Kutubdia,2005,12,30.6,18.3,15,75,1.1,3,8.2,41989,690250.3,414997.4,21.83,91.84,6,2005.12
12016,Madaripur,2005,1,28.6,13.1,0,80,0.2,1.8,6,41939,518762.7,561770.3,23.17,90.18,5,2005.01
12053,Madaripur,2005,2,32.6,17,0,74,0.5,1.6,7.5,41939,518762.7,561770.3,23.17,90.18,5,2005.02
12090,Madaripur,2005,3,35,21.8,61,77,0.6,3,6.4,41939,518762.7,561770.3,23.17,90.18,5,2005.03
12127,Madaripur,2005,4,37.2,24.1,21,74,0.5,3.2,7.9,41939,518762.7,561770.3,23.17,90.18,5,2005.04
12164,Madaripur,2005,5,36.7,24.8,114,79,0.5,3.8,6.8,41939,518762.7,561770.3,23.17,90.18,5,2005.05
12201,Madaripur,2005,6,37,26.8,183,84,0.2,5,4.3,41939,518762.7,561770.3,23.17,90.18,5,2005.06
12238,Madaripur,2005,7,34,26.2,556,88,0.2,6,4.3,41939,518762.7,561770.3,23.17,90.18,5,2005.07
12275,Madaripur,2005,8,35,26.8,433,88,0.1,5.8,3.6,41939,518762.7,561770.3,23.17,90.18,5,2005.08
12312,Madaripur,2005,9,35.3,26.5,164,86,0.1,5.1,4.5,41939,518762.7,561770.3,23.17,90.18,5,2005.09
12349,Madaripur,2005,10,35,24.4,371,87,0.1,4.3,4.6,41939,518762.7,561770.3,23.17,90.18,5,2005.1
12386,Madaripur,2005,11,31.3,18.6,1,83,0,1.3,7.5,41939,518762.7,561770.3,23.17,90.18,5,2005.11
12423,Madaripur,2005,12,29.2,14.6,1,82,0.1,1.1,7.1,41939,518762.7,561770.3,23.17,90.18,5,2005.12
12486,Maijdee Court,2005,1,27,14.6,25,77,0.7,0.4,7.5,41953,610851.8,524433.6,22.83,91.08,6,2005.01
12549,Maijdee Court,2005,2,30.4,18.3,0,76,1,1.1,8.5,41953,610851.8,524433.6,22.83,91.08,6,2005.02
12612,Maijdee Court,2005,3,34.5,21.9,153,80,1.3,1.3,7,41953,610851.8,524433.6,22.83,91.08,6,2005.03
12675,Maijdee Court,2005,4,37.4,24.2,67,77,1.1,2.9,8.7,41953,610851.8,524433.6,22.83,91.08,6,2005.04
12738,Maijdee Court,2005,5,36.8,24.8,214,80,1.1,4.3,8.1,41953,610851.8,524433.6,22.83,91.08,6,2005.05
12801,Maijdee Court,2005,6,37.6,26.9,463,85,1.5,6,4.8,41953,610851.8,524433.6,22.83,91.08,6,2005.06
12864,Maijdee Court,2005,7,33.8,26.1,724,88,2,6.4,4.4,41953,610851.8,524433.6,22.83,91.08,6,2005.07
12927,Maijdee Court,2005,8,35,25.8,626,91,1.3,5.9,3,41953,610851.8,524433.6,22.83,91.08,6,2005.08
12990,Maijdee Court,2005,9,34.8,25.9,226,86,1.1,4.8,5.4,41953,610851.8,524433.6,22.83,91.08,6,2005.09
13053,Maijdee Court,2005,10,34.8,24.8,332,86,0.8,3.3,6.2,41953,610851.8,524433.6,22.83,91.08,6,2005.1
13116,Maijdee Court,2005,11,32,20.6,0,80,0.6,2.2,8.2,41953,610851.8,524433.6,22.83,91.08,6,2005.11
13179,Maijdee Court,2005,12,29.7,16.9,3,79,0.7,0.2,7.8,41953,610851.8,524433.6,22.83,91.08,6,2005.12
